agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id,GEOID
0,2021-03-19T20:02:08.879Z,,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1978-05-01T00:00:00.000Z,2016-11-17T00:00:00.000Z,,,,0,1,0,21000.0,0.0,2019,1,440.0,5,0.0,107817.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,1.0,1.0,134359.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,56202a0d-b1e5-4e45-90af-2613f19ed58c,3131053310539637003
0,2022-08-23T15:35:39.526Z,1.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,1.0,1976-01-01T00:00:00.000Z,2011-09-14T00:00:00.000Z,15299.95,2730.46,0.0,0,1,0,177800.0,100000.0,2019,1,18413.0,5,15299.95,157972.0,4.0,N,7730.0,5,2730.46,95000.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,189494.0,0.0,R,0,5.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,69cc729f-d90f-4ce5-a227-119f0079b649,3131053310539637003
0,2024-05-21T15:36:12.859Z,4.0,1,,2019-03-15T00:00:00.000Z,0,,-3.0,1275.0,AE,0,2.0,1272.7,1275.5,1.0,0,80.0,1.0,1957-09-01T00:00:00.000Z,2014-06-10T00:00:00.000Z,62169.69,8670.31,0.0,0,W,0,122000.0,91500.0,2019,1,49126.0,2,62169.69,132617.0,2.0,N,10670.0,2,8670.31,110000.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,150701.0,0.0,R,0,2.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,02a37959-55d7-4db0-b190-352896c01049,3131053310539637003
0,2024-01-26T16:23:01.825Z,,1,,2019-03-15T00:00:00.000Z,1,,,,AE,0,,,,1.0,0,50.0,1.0,1910-01-01T00:00:00.000Z,2011-02-25T00:00:00.000Z,4358.67,0.0,0.0,0,1,0,42400.0,0.0,2019,1,4204.0,G,4358.67,104842.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,189773.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,6dce6fea-c316-420d-b7aa-000b2a19fa0c,3131053310539637003
0,2023-10-23T17:47:40.248Z,2.0,1,,2019-03-16T00:00:00.000Z,0,,,,AO,0,,,,2.0,0,,2.0,1983-06-01T00:00:00.000Z,1997-11-01T00:00:00.000Z,1237.04,0.0,0.0,1,1,0,169100.0,0.0,2019,0,6237.0,5,1237.04,145323.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,4.0,181654.0,,A,0,0.0,AO,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,92078ccf-a452-4698-9b27-bcb567230a66,3131053310539637003
0,2024-02-05T16:07:03.270Z,,1,,2019-03-14T00:00:00.000Z,1,,-1.0,1275.8,AE,0,,1274.4,1283.3,1.0,0,54.0,1.0,1989-07-01T00:00:00.000Z,1997-09-30T00:00:00.000Z,12651.16,0.0,0.0,1,1,0,250000.0,0.0,2019,1,13437.0,F,12651.16,282569.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,354600.0,,R,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,940aa0c3-7428-4c6c-b9ae-91d2a71a2a3d,3131053310539637003
0,2022-12-07T20:29:34.793Z,4.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,80.0,1.0,1920-07-01T00:00:00.000Z,2015-11-16T00:00:00.000Z,52457.97,0.0,0.0,0,1,0,62300.0,15000.0,2019,1,51228.0,5,52457.97,124517.0,2.0,N,,G,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,175795.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,c4a92bb5-0c41-416b-b922-eff5f89d6ef9,3131053310539637003
0,2023-12-19T17:09:05.359Z,,1,,2019-03-15T00:00:00.000Z,0,,2.0,1277.0,AE,0,4.0,1277.0,1279.0,2.0,0,,1.0,2010-11-01T00:00:00.000Z,2012-01-08T00:00:00.000Z,,,,1,1,0,250000.0,26300.0,2019,1,,F,0.0,,,N,,F,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",99.0,99.0,1.0,,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,91f8ffc1-7e38-4de0-8042-d0a1eb53e7ac,3131053310539637003
0,2024-01-23T22:56:29.938Z,2.0,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1920-10-01T00:00:00.000Z,2000-01-31T00:00:00.000Z,6621.91,0.0,0.0,0,1,0,20000.0,0.0,2019,1,8621.0,2,6621.91,120935.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,150802.0,,A,0,4.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,ebda2515-69ef-4223-a6cc-bf7f1c75daa2,3131053310539637003
0,2024-04-16T21:35:44.010Z,2.0,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1930-07-02T00:00:00.000Z,2007-05-11T00:00:00.000Z,7597.06,0.0,0.0,0,1,0,36400.0,0.0,2019,1,6552.0,2,7597.06,116066.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,146269.0,,A,0,3.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,96ece3a3-9133-4f54-b7c0-d196d286e1e3,3131053310539637003
0,2024-01-09T22:39:26.987Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,1.0,1912-01-01T00:00:00.000Z,1999-02-18T00:00:00.000Z,14501.48,0.0,0.0,0,1,0,164600.0,0.0,2019,1,14614.0,2,14501.48,130260.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,165502.0,,R,0,3.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,27b33a2f-c9a2-4f9e-8554-0018353bebf9,3131053310539637003
0,2024-03-28T21:38:15.848Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1900-06-01T00:00:00.000Z,2012-04-02T00:00:00.000Z,16138.05,0.0,0.0,0,1,0,81400.0,0.0,2019,1,16735.0,G,16138.05,207388.0,2.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,304982.0,,A,0,8.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,61b2e3ae-f440-4fa9-a1a5-e77a881711b4,3131053310539637003
0,2022-07-05T17:35:58.294Z,2.0,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1910-05-15T00:00:00.000Z,2022-07-02T00:00:00.000Z,18682.93,0.0,0.0,0,1,0,30000.0,0.0,2019,1,20682.0,5,18682.93,87593.0,4.0,N,0.0,0,0.0,0.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,181301.0,0.0,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,1fcd1d42-1c69-474d-815d-73cba1f0ed56,3131053310539637003
0,2022-09-23T18:34:32.250Z,0.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1910-01-01T00:00:00.000Z,2022-10-14T00:00:00.000Z,4577.86,0.0,0.0,0,1,0,129800.0,0.0,2019,0,8244.0,5,4577.86,117583.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,157556.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,59483ce8-1d30-4567-bad6-6043c4d23985,3131053310539637003
0,2023-06-27T21:51:11.911Z,4.0,1,,2019-03-16T00:00:00.000Z,0,,2.0,1271.4,AE,0,2.0,1273.7,1273.5,1.0,0,,1.0,1970-01-01T00:00:00.000Z,2016-07-18T00:00:00.000Z,15486.52,12065.13,0.0,0,B,0,166400.0,34800.0,2019,1,13527.0,5,15486.52,99558.0,2.0,N,17065.0,5,12065.13,32098.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,161811.0,0.0,R,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,95d6365e-dedc-46c2-b297-72e353398a47,3131053310539637003
0,2024-04-02T14:22:28.205Z,0.0,1,,2019-03-15T00:00:00.000Z,0,2,1.0,1271.0,AE,0,,1272.4,1272.4,1.0,0,,6.0,1987-02-07T00:00:00.000Z,2023-04-30T00:00:00.000Z,53073.44,0.0,0.0,1,1,0,85300.0,0.0,2019,0,103073.0,E,53073.44,901144.0,2.0,N,0.0,,0.0,0.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,1426130.0,0.0,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,0e7742d5-2ec1-4e1d-af37-a1380b23ace9,3131053310539637003
0,2022-09-06T12:05:26.718Z,4.0,1,,2019-03-15T00:00:00.000Z,0,2,-3.0,1272.7,AE,0,,1271.8,1269.8,2.0,0,,1.0,1962-10-25T00:00:00.000Z,2012-10-21T00:00:00.000Z,2848.87,0.0,0.0,0,W,0,70000.0,0.0,2019,1,7848.0,5,2848.87,90915.0,2.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,0.0,124422.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,824ae256-08c3-4caa-8972-74bc1553addb,3131053310539637003
0,2020-04-04T12:09:28.062Z,0.0,1,,2019-03-14T00:00:00.000Z,1,,3.0,1271.4,A03,0,,1272.2,1274.7,5.0,0,15.0,1.0,1980-03-18T00:00:00.000Z,2006-03-18T00:00:00.000Z,,,,1,1,0,70000.0,0.0,2019,0,,1,0.0,,4.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,8.0,0.0,,,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,2d129da2-25ad-48d3-97da-3f1ec696b860,3131053310539637003
0,2020-04-20T17:09:25.989Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1979-01-01T00:00:00.000Z,2010-11-09T00:00:00.000Z,4312.75,0.0,0.0,0,1,0,49500.0,0.0,2019,1,9313.0,5,4312.75,9313.0,0.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,10382.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,8a6f67a0-718f-4411-b8e9-fc7d21b68ce6,3131053310539637003
0,2024-03-26T14:08:00.753Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AO,0,,,,3.0,0,,1.0,1915-01-01T00:00:00.000Z,2010-12-01T00:00:00.000Z,17656.88,0.0,0.0,0,W,0,177700.0,0.0,2019,1,22657.0,5,17656.88,147198.0,4.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,0.0,219616.0,,R,0,4.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637003.0,41.5,-96.8,24f978bb-14ef-49f4-8cda-e58916adb6fd,3131053310539637003
0,2024-03-21T15:35:44.392Z,,1,,2019-03-15T00:00:00.000Z,1,,,,AE,0,,,,1.0,0,54.0,1.0,1915-07-01T00:00:00.000Z,2015-04-17T00:00:00.000Z,6463.93,0.0,0.0,0,1,0,25000.0,0.0,2019,1,7964.0,G,6463.93,89258.0,0.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,130288.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,fcba1fff-3794-4ecf-a501-c361fe0e15fc,3131053310539637003
0,2020-04-20T17:09:39.123Z,,1,,2019-03-14T00:00:00.000Z,0,,0.0,1275.2,AE,0,,1274.0,1275.0,1.0,0,,4.0,1960-12-01T00:00:00.000Z,2013-12-30T00:00:00.000Z,,,,0,B,0,500000.0,0.0,2019,0,,E,0.0,,0.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",20.0,20.0,1.0,,,A,0,0.0,AE,8.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,1dfa9559-c6f4-470e-8aaf-15fb64eeb328,3131053310539637003
0,2022-08-03T16:18:26.392Z,1.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,2.0,,,1.0,0,,1.0,1975-01-01T00:00:00.000Z,2004-08-16T00:00:00.000Z,6763.04,0.0,0.0,0,W,0,84000.0,24000.0,2019,1,7814.0,2,6763.04,84923.0,0.0,N,,2,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,170803.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,db6aa86c-dac4-462b-8110-da8c7769dca4,3131053310539637003
0,2022-02-01T13:30:46.718Z,2.0,1,,2019-03-13T00:00:00.000Z,0,,,,AO,0,,,,2.0,0,,1.0,1979-01-01T00:00:00.000Z,2010-02-24T00:00:00.000Z,3427.28,0.0,0.0,0,W,0,153100.0,0.0,2019,1,5320.0,2,3427.28,141173.0,2.0,N,,0,0.0,,,,377.0,,,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,176467.0,,R,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,e2741c39-bf4c-4f5f-8324-bba23f5f2b05,3131053310539637003
0,2022-06-27T23:49:59.061Z,1.0,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,2.0,1274.1,,1.0,0,,1.0,1972-01-01T00:00:00.000Z,2015-07-02T00:00:00.000Z,36763.56,0.0,0.0,0,1,0,165800.0,0.0,2019,1,38986.0,5,36763.56,140559.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,188850.0,,R,0,-5.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,04e651f8-96e1-4308-a707-549b5babb99d,3131053310539637003
0,2023-03-01T14:58:33.612Z,,1,,2019-03-14T00:00:00.000Z,1,,,,AE,0,,,,2.0,0,50.0,1.0,1955-01-01T00:00:00.000Z,2016-11-24T00:00:00.000Z,788.6,0.0,0.0,0,1,0,47000.0,0.0,2019,1,10789.0,A,788.6,82881.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,119728.0,,A,0,-1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,7f1ccd9c-5e4d-4967-993d-43a6a3126911,3131053310539637003
0,2020-01-22T16:55:53.194Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,1.0,1924-07-01T00:00:00.000Z,1997-07-04T00:00:00.000Z,12978.3,0.0,0.0,0,1,0,32000.0,0.0,2019,0,14978.0,2,12978.3,269999.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,336904.0,,A,0,5.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,425439b4-ec42-423e-b5ec-2d93e5c6346d,3131053310539637003
0,2023-07-24T21:51:00.327Z,0.0,1,,2019-03-14T00:00:00.000Z,0,,1.0,2.0,AE,0,,2.5,2.5,2.0,0,,1.0,1925-07-01T00:00:00.000Z,2005-08-02T00:00:00.000Z,7840.96,0.0,0.0,0,B,0,40000.0,0.0,2019,1,7226.0,1,7840.96,44775.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,150225.0,,A,0,3.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,5b2bfd5f-d55a-453c-8781-f5dc82b2b9fd,3131053310539637003
0,2023-08-24T22:10:59.721Z,0.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1976-06-01T00:00:00.000Z,2004-09-10T00:00:00.000Z,23487.8,0.0,0.0,0,B,0,141600.0,0.0,2019,1,21439.0,2,23487.8,142499.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310239.0,310239.0,"NORTH BEND, CITY OF",,,1.0,160596.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68649.0,31053.0,31053963700.0,310539637002.0,41.5,-96.8,a927c0b4-6e34-4ccc-89bb-6474e6bcdf16,3131053310539637003
0,2022-05-17T17:17:24.545Z,1.0,1,,2019-03-13T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1925-07-01T00:00:00.000Z,2022-05-29T00:00:00.000Z,8327.22,0.0,0.0,0,1,0,80600.0,0.0,2019,1,7502.0,2,8327.22,89996.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310240.0,310240.0,"MADISON, CITY OF",,,1.0,98877.0,,R,0,1.0,AE,1.0,0,NE,Currently Unavailable,68748.0,31119.0,31119961300.0,311199613004.0,41.8,-97.5,234efae0-afa7-4be7-be69-ff9e19dfe659,3131119311199613003
0,2022-05-17T17:17:24.545Z,1.0,1,,2007-10-15T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1925-07-01T00:00:00.000Z,2022-05-29T00:00:00.000Z,3620.17,0.0,0.0,0,1,0,55000.0,0.0,2007,1,4621.0,1,3620.17,122800.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310240.0,310240.0,"MADISON, CITY OF",,,1.0,153500.0,,A,0,,AE,1.0,0,NE,Currently Unavailable,68748.0,31119.0,31119961300.0,311199613004.0,41.8,-97.5,eb31939e-2244-474b-b788-e162313337e8,3131119311199613003
0,2023-04-25T18:28:43.340Z,2.0,1,,2010-06-10T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1925-01-01T00:00:00.000Z,2005-05-25T00:00:00.000Z,5673.96,0.0,0.0,0,1,0,42000.0,0.0,2010,1,7674.0,2,5673.96,144503.0,2.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310240.0,310240.0,"MADISON, CITY OF",,,1.0,176224.0,,A,0,,AE,1.0,0,NE,Currently Unavailable,68748.0,31119.0,31119961300.0,311199613004.0,41.8,-97.5,24803a42-b7da-48ee-9f46-8023b9263ff1,3131119311199613003
0,2023-11-15T15:35:34.802Z,2.0,1,,1999-06-04T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1979-07-01T00:00:00.000Z,2004-12-06T00:00:00.000Z,30928.81,0.0,0.0,0,1,0,62000.0,0.0,1999,1,31929.0,1,30928.81,52416.0,2.0,N,,0,0.0,,,,,,0.0,0,,15000.0,0.0,310240.0,310240.0,"MADISON, CITY OF",,,1.0,65520.0,,R,0,12.0,AE,1.0,0,NE,Currently Unavailable,68748.0,31119.0,31119961300.0,311199613005.0,41.8,-97.5,d1d5ab19-5962-4454-b53a-729e478b1dd2,3131119311199613003
0,2023-11-15T20:53:26.943Z,0.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1917-01-01T00:00:00.000Z,2017-07-12T00:00:00.000Z,17835.11,0.0,0.0,0,1,0,18000.0,0.0,2019,1,19335.0,G,17835.11,68200.0,2.0,N,0.0,,0.0,0.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310262.0,310262.0,"CLEARWATER, VILLAGE OF",,,1.0,88572.0,0.0,A,0,2.0,A,1.0,0,NE,Currently Unavailable,68726.0,31003.0,31003979800.0,310039798001.0,42.2,-98.2,2337a0b3-bb59-4667-9b1a-b7a8b31329d3,3131003310039798003
0,2021-04-06T13:45:38.587Z,,1,,2007-05-29T00:00:00.000Z,1,,,,A,0,,,,1.0,0,15.0,1.0,1971-07-01T00:00:00.000Z,2007-04-16T00:00:00.000Z,4120.18,0.0,0.0,0,1,0,89000.0,0.0,2007,1,5121.0,1,4120.18,92692.0,4.0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310300.0,310300.0,"MAXWELL, VILLAGE OF",,,1.0,101859.0,,R,0,0.0,A,1.0,0,NE,Currently Unavailable,69151.0,31111.0,31111959700.0,311119597002.0,41.1,-100.5,51cb09b3-3ab6-4f21-949e-bca98682d756,3131111311119597003
0,2024-03-25T21:46:52.216Z,4.0,1,,2018-05-15T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,1.0,1906-01-01T00:00:00.000Z,2016-05-06T00:00:00.000Z,,,,0,1,0,49500.0,0.0,2018,1,,A,0.0,,0.0,N,,,0.0,,0.0,,,,,0,,30000.0,0.0,310340.0,310340.0,"ANSLEY, VILLAGE OF",,6.0,1.0,,,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68814.0,31041.0,31041972000.0,310419720002.0,41.3,-99.4,3ac0a928-5882-4d00-b650-f0758b0057e2,3131041310419720003
0,2021-04-19T16:43:11.203Z,0.0,1,,2019-03-13T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,1.0,1970-06-15T00:00:00.000Z,2016-06-01T00:00:00.000Z,2367.92,0.0,0.0,0,1,0,40000.0,0.0,2019,1,3237.0,2,2367.92,168274.0,0.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310340.0,310340.0,"ANSLEY, VILLAGE OF",,,0.0,4697.0,,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68814.0,31041.0,31041972000.0,310419720002.0,41.3,-99.4,0630b093-f77e-4119-895b-f2c8dd02d69c,3131041310419720003
0,2020-01-22T16:55:53.194Z,1.0,1,,2019-03-13T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1981-06-15T00:00:00.000Z,2010-07-12T00:00:00.000Z,,,,0,1,0,48000.0,0.0,2019,1,8231.0,A,0.0,74274.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310351.0,310351.0,"BLOOMFIELD, CITY OF",,1.0,1.0,117896.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68718.0,31107.0,31107976300.0,311079763002.0,42.6,-97.6,aa301df5-8cf3-4bc1-81d3-27a0e951c3f6,3131107311079763003
0,2023-12-02T15:09:26.907Z,1.0,1,,2019-03-13T00:00:00.000Z,0,,,,AE,0,2.0,,,1.0,0,,1.0,1900-07-01T00:00:00.000Z,2015-12-17T00:00:00.000Z,14298.08,0.0,0.0,1,R,0,250000.0,100000.0,2019,1,15267.0,F,14298.08,33221.0,2.0,N,,F,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310351.0,310351.0,"BLOOMFIELD, CITY OF",97.0,,1.0,332210.0,,R,0,0.0,AE,1.0,0,NE,Currently Unavailable,68718.0,31107.0,31107976300.0,311079763002.0,42.6,-97.6,0486f7cc-5bd8-45bd-b072-1e4c4715353e,3131107311079763003
