agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id,GEOID
0,2024-01-09T16:34:26.197Z,0.0,1,,2019-07-09T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,2006-06-01T00:00:00.000Z,2011-02-01T00:00:00.000Z,2590.45,2502.95,0.0,1,R,0,200000.0,80000.0,2019,1,0.0,F,2590.45,165359.0,0.0,N,3753.0,F,2502.95,71228.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,213847.0,0.0,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,0cecdf24-8ca3-4ac7-872d-b1c9add928e0,3131019310199697003
0,2020-11-24T17:33:27.348Z,1.0,1,,2019-07-08T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1978-03-15T00:00:00.000Z,2008-11-25T00:00:00.000Z,77732.06,0.0,0.0,0,1,0,175000.0,0.0,2019,1,87732.0,A,77732.06,189096.0,0.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,95716.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969203.0,310199692031.0,40.8,-99.1,7371d638-a25d-4a64-ae48-07f39ea38fc8,3131019310199692033
0,2021-08-02T16:02:09.225Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.4,AE,0,4.0,2144.8,2145.0,3.0,0,,6.0,2011-08-01T00:00:00.000Z,2012-01-05T00:00:00.000Z,500000.0,288360.18,0.0,1,1,0,500000.0,500000.0,2019,0,507051.0,5,500000.0,4905291.0,4.0,N,293360.0,5,288360.18,4905291.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,6026245.0,0.0,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,dcae2016-c0f6-43a7-9e12-edae7d9ff61d,3131019310199697003
0,2021-08-02T16:02:08.690Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.8,AE,0,4.0,2145.2,2145.5,3.0,0,,6.0,2016-07-01T00:00:00.000Z,2016-07-19T00:00:00.000Z,474352.14,136151.99,0.0,1,1,1,500000.0,250000.0,2019,0,475602.0,F,474352.14,5102186.0,4.0,N,137402.0,F,136151.99,5102186.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,5488977.0,0.0,A,0,1.0,AE,8.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,c8a96524-c593-4d58-b083-9f2f24a7992f,3131019310199697003
0,2020-11-02T17:44:46.480Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,2.0,2143.0,AE,0,,2144.7,2145.1,1.0,0,,6.0,2017-08-15T00:00:00.000Z,2017-08-17T00:00:00.000Z,114568.92,0.0,0.0,1,1,0,500000.0,0.0,2019,0,189879.0,5,114568.92,689666.0,4.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,724018.0,,A,0,2.0,AE,8.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,aeba6c4d-a502-45b0-9908-28f57d13a4b8,3131019310199697003
0,2020-08-18T16:43:16.754Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,1.0,2143.0,AE,0,,2143.6,2143.6,1.0,0,,4.0,2017-08-01T00:00:00.000Z,2017-09-26T00:00:00.000Z,0.0,0.0,0.0,1,1,0,27600.0,0.0,2019,0,13248.0,5,0.0,67528.0,0.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,27600.0,,A,0,0.0,AE,3.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,852b457c-da76-4494-ba84-c336dc45e307,3131019310199697003
0,2024-02-01T16:36:57.039Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.8,AE,0,,2145.3,2145.6,2.0,0,,3.0,2016-11-01T00:00:00.000Z,2017-01-20T00:00:00.000Z,200101.67,0.0,0.0,1,1,1,500000.0,0.0,2019,0,319277.0,F,200101.67,945807.0,4.0,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,1039610.0,,A,0,1.0,AE,10.0,1,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,c86f026f-f7d1-4312-b402-9b1865cb8363,3131019310199697003
0,2022-11-29T16:36:33.144Z,0.0,1,,2019-07-08T00:00:00.000Z,0,,3.0,2142.5,AE,0,3.0,2144.8,2145.0,1.0,0,,6.0,2011-11-01T00:00:00.000Z,2012-01-04T00:00:00.000Z,500000.0,307572.66,0.0,1,1,0,500000.0,500000.0,2019,0,548974.0,F,500000.0,5061922.0,4.0,N,308823.0,F,307572.66,5061922.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,6658689.0,0.0,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,02f34089-9c7e-4164-a357-bda7f2dcb8de,3131019310199697003
0,2023-12-28T19:46:14.297Z,0.0,1,,2019-07-09T00:00:00.000Z,0,,3.0,2142.0,AE,0,3.0,2144.8,2145.2,1.0,0,,6.0,1974-05-01T00:00:00.000Z,2019-01-02T00:00:00.000Z,269160.06,12500.0,0.0,0,B,1,500000.0,50000.0,2019,0,,A,269160.06,,4.0,N,,A,12500.0,,0.0,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,8bcb9f14-1a60-4578-b378-a0e600e7cbe7,3131019310199697003
0,2022-12-21T00:22:33.440Z,0.0,1,,2019-07-08T00:00:00.000Z,1,,,,X,0,3.0,,,2.0,0,50.0,1.0,2015-12-11T00:00:00.000Z,2016-01-07T00:00:00.000Z,12308.16,0.0,0.0,1,7,0,250000.0,100000.0,2019,1,,F,12308.16,,2.0,N,,F,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",97.0,,1.0,,,A,0,4.0,X,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,c40e29b5-b2ac-4232-a1e4-c4d6a99bd698,3131019310199697003
0,2023-08-29T22:22:29.832Z,2.0,1,,2019-07-09T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1967-06-01T00:00:00.000Z,2016-09-12T00:00:00.000Z,14606.47,0.0,0.0,0,1,0,40000.0,0.0,2019,1,,5,14606.47,,2.0,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,,,A,0,6.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,bc508352-cebe-4540-823d-c0f34b853d6d,3131019310199697003
0,2021-08-24T15:52:25.455Z,0.0,1,,2019-07-09T00:00:00.000Z,0,,2.0,2142.6,AE,0,4.0,2144.5,2144.8,3.0,0,,6.0,1996-01-01T00:00:00.000Z,2000-01-01T00:00:00.000Z,500000.0,164069.98,0.0,1,1,0,500000.0,250000.0,2019,0,563867.0,F,500000.0,2572208.0,2.0,N,165319.0,F,164069.98,900000.0,0.0,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,5069515.0,1000000.0,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,be6b42e9-de31-4f9a-b9b0-af9fc1c188a9,3131019310199697003
0,2021-08-10T15:08:15.684Z,0.0,1,,2019-07-09T00:00:00.000Z,0,,2.0,2142.0,AE,0,4.0,2143.4,2144.0,3.0,0,,6.0,1997-01-01T00:00:00.000Z,2000-01-01T00:00:00.000Z,448352.38,246138.43,0.0,1,1,1,500000.0,500000.0,2019,0,449602.0,F,448352.38,2526243.0,4.0,N,247388.0,F,246138.43,900000.0,0.0,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,0.0,49066090.0,1000000.0,A,0,2.0,AE,8.0,0,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,bb329e36-c08f-4452-bfcc-7d1c646b9a4a,3131019310199697003
0,2024-04-10T14:51:02.698Z,1.0,1,,2019-07-08T00:00:00.000Z,0,,,,X,0,2.0,,,1.0,0,,1.0,2011-05-01T00:00:00.000Z,2012-05-23T00:00:00.000Z,24303.52,476.57,0.0,1,7,0,250000.0,100000.0,2019,1,20845.0,F,24303.52,266224.0,2.0,N,1827.0,F,476.57,105000.0,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,283217.0,,R,0,0.0,X,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697002.0,40.7,-99.1,8b80130b-2709-4696-81a2-dbdd16b3f9ef,3131019310199697003
0,2021-08-03T17:10:26.351Z,,1,,2019-07-09T00:00:00.000Z,0,,3.0,2142.0,AE,0,,2144.0,2144.5,1.0,0,,6.0,1998-01-01T00:00:00.000Z,2016-04-01T00:00:00.000Z,199955.84,0.0,0.0,1,1,1,500000.0,0.0,2019,0,224956.0,D,199955.84,828644.0,2.0,N,,0,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",,,1.0,845555.0,,A,0,2.0,AE,8.0,1,NE,Currently Unavailable,68845.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,f35f8cf4-c4fc-4a53-a5e4-0553dfc1ece8,3131019310199697003
0,2024-03-13T16:06:29.395Z,,1,,2019-07-08T00:00:00.000Z,0,,2.0,2140.8,AE,0,3.0,2142.6,2142.9,2.0,0,,6.0,2000-01-01T00:00:00.000Z,2005-04-01T00:00:00.000Z,304087.78,0.0,0.0,1,1,1,500000.0,258600.0,2019,0,,F,304087.78,,2.0,N,,F,0.0,,,,,,0.0,0,,30000.0,0.0,310016.0,310016.0,"KEARNEY, CITY OF",97.0,,58.0,,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68847.0,31019.0,31019969700.0,310199697004.0,40.7,-99.1,e571ea37-4ba5-450a-84a7-b9139cda98a5,3131019310199697003
0,2023-12-29T16:34:26.622Z,4.0,1,,2019-03-14T00:00:00.000Z,0,,,,A,0,,,,2.0,0,80.0,1.0,1902-01-01T00:00:00.000Z,2000-01-15T00:00:00.000Z,18305.23,0.0,0.0,0,1,0,99200.0,0.0,2019,1,15200.0,G,18305.23,220266.0,0.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310017.0,310017.0,"PLEASANTON, VILLAGE OF",,,1.0,295939.0,,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68866.0,31019.0,31019968900.0,310199689002.0,41.0,-99.1,5c66e8f6-c597-43dd-a299-b0ae2e79ce34,3131019310199689003
0,2024-04-08T16:18:21.382Z,,1,,2019-03-15T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,6.0,1985-07-01T00:00:00.000Z,2012-04-26T00:00:00.000Z,4923.49,0.0,0.0,0,1,1,100000.0,0.0,2019,0,19923.0,B,4923.49,215380.0,2.0,N,,0,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310018.0,310018.0,"RAVENNA, CITY OF",,,1.0,244750.0,,A,0,1.0,A,8.0,0,NE,Currently Unavailable,68869.0,31019.0,31019968900.0,310199689005.0,41.0,-98.9,c43031db-cfaf-4902-823c-0b24c02606e8,3131019310199689003
0,2020-01-22T16:55:53.194Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1900-01-01T00:00:00.000Z,2017-06-03T00:00:00.000Z,2737.57,0.0,0.0,0,1,0,20000.0,0.0,2019,1,4238.0,G,2737.57,100316.0,2.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310019.0,310019.0,"SHELTON, VILLAGE OF",,,1.0,116646.0,,A,0,0.0,A,1.0,0,NE,Currently Unavailable,68876.0,31019.0,31019969100.0,310199691005.0,40.8,-98.7,d43ddfac-ec37-43d3-a356-b362662ad5c2,3131019310199691003
0,2022-07-13T16:00:37.395Z,4.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,70.0,1.0,1975-06-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,14569.5,0.0,0.0,0,1,0,45000.0,0.0,2019,1,13070.0,3,14569.5,190094.0,2.0,N,,,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310025.0,310025.0,BUTLER COUNTY*,,,1.0,200606.0,,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68036.0,31023.0,31023967600.0,310239676001.0,41.5,-96.9,53d11a52-2b0b-44e9-9939-c463e684a664,3131023310239676003
0,2020-04-22T23:02:59.323Z,0.0,1,,2019-03-14T00:00:00.000Z,1,3,,,AE,0,6.0,,,5.0,0,10.0,1.0,2003-01-01T00:00:00.000Z,2013-05-20T00:00:00.000Z,26987.42,16600.0,0.0,0,1,0,36300.0,16600.0,2019,1,23357.0,G,26987.42,28178.0,2.0,N,19985.0,G,16600.0,0.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310025.0,310025.0,BUTLER COUNTY*,,,0.0,49694.0,0.0,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68624.0,31023.0,31023967600.0,310239676002.0,41.4,-97.3,e48c7722-c35d-4e06-8993-cbc09d47e841,3131023310239676003
0,2020-01-22T16:55:53.194Z,,1,,2019-03-14T00:00:00.000Z,0,1,,,AE,0,,,,2.0,0,,1.0,1976-01-01T00:00:00.000Z,2011-11-24T00:00:00.000Z,25531.42,0.0,0.0,0,1,0,46000.0,0.0,2019,1,27531.0,2,25531.42,104244.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310025.0,310025.0,BUTLER COUNTY*,,,1.0,125595.0,,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68624.0,31023.0,31023967600.0,310239676002.0,41.4,-97.3,e941430c-e9a2-4f38-b3f3-3ad1a7ceb33d,3131023310239676003
0,2023-10-20T15:35:36.390Z,,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,4.0,,,2.0,0,,1.0,1967-01-01T00:00:00.000Z,2009-11-15T00:00:00.000Z,4846.79,0.0,0.0,0,1,0,115900.0,11100.0,2019,1,6847.0,2,4846.79,174806.0,2.0,N,1041.0,2,0.0,78726.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",1.0,,1.0,187749.0,0.0,A,0,0.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,31025965700.0,310259657001.0,41.0,-96.1,5549322e-4fce-495c-baa3-e6abc697be95,3131025310259657003
0,2020-01-22T16:55:53.194Z,0.0,1,,2019-03-18T00:00:00.000Z,0,2,,,AE,0,,,,1.0,0,,1.0,1965-09-01T00:00:00.000Z,2017-08-25T00:00:00.000Z,1122.36,0.0,0.0,0,1,0,167600.0,0.0,2019,1,6099.0,5,1122.36,169247.0,2.0,N,,,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",,,0.0,199840.0,,R,0,1.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,31025965700.0,310259657001.0,41.0,-96.1,2d548fd9-d7c0-4b01-b69c-72d1c4f0c1fd,3131025310259657003
0,2023-04-18T14:51:27.734Z,0.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1930-06-01T00:00:00.000Z,2009-04-01T00:00:00.000Z,70000.0,10500.0,0.0,0,1,0,70000.0,10500.0,2019,1,73913.0,5,70000.0,149604.0,2.0,N,20655.0,5,10500.0,21000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",,,0.0,163398.0,0.0,A,0,3.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,nan,nan,41.0,-96.1,b3810083-7360-4820-ba84-9a78f3452075,
0,2023-12-12T16:36:38.908Z,0.0,1,,2019-03-16T00:00:00.000Z,0,,,,AE,0,4.0,,,2.0,0,,1.0,1964-01-01T00:00:00.000Z,2015-11-17T00:00:00.000Z,0.0,0.0,0.0,0,R,0,150000.0,60000.0,2019,1,,F,0.0,,0.0,N,,F,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",97.0,97.0,1.0,,,R,0,0.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,31025965700.0,310259657001.0,41.0,-96.1,1cdd2293-49dd-48e5-84fd-d6ef279b1e0b,3131025310259657003
0,2024-03-26T16:23:38.670Z,,1,,2019-03-15T00:00:00.000Z,1,,-2.0,1009.1,AE,0,7.0,1006.5,1015.2,1.0,0,54.0,1.0,1987-02-01T00:00:00.000Z,2004-04-29T00:00:00.000Z,10593.51,5077.92,0.0,1,2,0,114400.0,15000.0,2019,1,11844.0,F,10593.51,116716.0,0.0,N,6328.0,F,5077.92,60000.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",,,1.0,141757.0,0.0,R,0,0.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,31025965700.0,310259657001.0,41.0,-96.1,4d367448-ae57-4923-abca-9fa688dd4e37,3131025310259657003
0,2022-10-28T14:08:24.610Z,2.0,1,,2019-03-15T00:00:00.000Z,1,,-3.0,1010.0,AE,0,7.0,0.0,1007.0,1.0,0,54.0,1.0,1993-07-01T00:00:00.000Z,1997-09-30T00:00:00.000Z,9344.84,0.0,0.0,1,2,0,250000.0,23400.0,2019,1,9763.0,F,9344.84,298409.0,2.0,N,,F,0.0,,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",97.0,,1.0,363913.0,,R,0,4.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,nan,nan,41.0,-96.1,92f05019-a0d7-4cb6-8d6b-de9f9bb23c2e,
0,2020-05-11T21:38:53.087Z,,1,,2019-03-13T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1963-01-01T00:00:00.000Z,2004-05-24T00:00:00.000Z,26221.89,0.0,0.0,0,1,0,84700.0,0.0,2019,0,31222.0,5,26221.89,66971.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",,,1.0,94325.0,,A,0,3.0,AE,1.0,0,NE,Currently Unavailable,68016.0,nan,nan,nan,41.0,-96.1,fb6deb1b-8e06-4533-a8dc-7f2f009c95f8,
0,2020-01-22T16:55:53.194Z,,1,,2019-03-14T00:00:00.000Z,1,1,,,AE,0,,,,5.0,0,15.0,1.0,1978-07-01T00:00:00.000Z,1992-06-26T00:00:00.000Z,50000.0,0.0,0.0,0,1,0,50000.0,0.0,2019,0,71647.0,A,50000.0,87000.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310030.0,310030.0,"CEDAR CREEK, VILLAGE OF",,,1.0,87000.0,,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68016.0,31025.0,31025965700.0,310259657001.0,41.0,-96.1,bb7d447e-fb2e-4114-9bab-53523bea1c09,3131025310259657003
0,2020-04-14T13:46:52.110Z,,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1977-05-01T00:00:00.000Z,1994-01-30T00:00:00.000Z,104780.22,24999.9,0.0,0,1,0,171400.0,50000.0,2019,1,96069.0,3,104780.22,100978.0,4.0,N,27999.0,3,24999.9,55000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,195055.0,60000.0,A,0,3.0,AE,1.0,0,NE,Currently Unavailable,68037.0,nan,nan,nan,41.0,-96.2,6450e0b2-1045-41bc-896e-dd333eb236ce,
0,2023-07-10T18:14:42.198Z,0.0,1,,2019-03-14T00:00:00.000Z,1,,,,X,0,7.0,,,3.0,0,54.0,1.0,1975-07-13T00:00:00.000Z,2000-01-01T00:00:00.000Z,14906.74,652.58,0.0,0,7,0,250000.0,100000.0,2019,1,12923.0,F,14906.74,235852.0,4.0,N,1952.0,F,652.58,70000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,283116.0,0.0,R,0,1.0,X,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,e52f655c-6ebf-4dd3-b642-ecfd324912b0,3131025310259657003
0,2020-01-22T16:55:53.194Z,1.0,1,,2019-03-17T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,1.0,1974-01-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,16631.23,1930.06,0.0,0,7,0,150000.0,60000.0,2019,1,16990.0,F,16631.23,120689.0,2.0,N,3195.0,F,1930.06,50000.0,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,0.0,178521.0,0.0,R,0,2.0,X,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,ef62a4d4-6b52-4542-a897-f0352fc04bbe,3131025310259657003
0,2023-08-08T14:43:26.600Z,2.0,1,,2019-03-14T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1935-07-01T00:00:00.000Z,2021-08-25T00:00:00.000Z,23995.9,0.0,0.0,0,1,0,58300.0,0.0,2019,1,25072.0,2,23995.9,160785.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,179690.0,,A,0,1.0,AE,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,4702f6bd-9b0a-419c-aad2-67aa8a474b82,3131025310259657003
0,2023-06-06T15:25:20.978Z,,1,,2019-03-16T00:00:00.000Z,0,,,,X,0,3.0,,,1.0,0,,1.0,1979-06-01T00:00:00.000Z,2010-07-13T00:00:00.000Z,107581.89,41024.86,0.0,0,7,0,200000.0,80000.0,2019,1,96531.0,F,107581.89,219122.0,1.0,N,42275.0,F,41024.86,65000.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,248595.0,0.0,R,0,1.0,X,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,92586720-fa75-4fa4-b5e9-762505c045cb,3131025310259657003
0,2024-01-10T16:38:42.817Z,1.0,1,,2019-03-15T00:00:00.000Z,0,,,,X,0,2.0,,,1.0,0,,1.0,1975-07-01T00:00:00.000Z,2010-02-19T00:00:00.000Z,21196.46,2351.34,0.0,0,7,0,30000.0,12000.0,2019,1,22196.0,1,21196.46,339505.0,2.0,N,3351.0,1,2351.34,50000.0,,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,406650.0,0.0,A,0,3.0,X,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,a014a746-beb9-4721-80dc-ffa982893369,3131025310259657003
0,2020-01-22T16:55:53.194Z,,1,,2019-03-16T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1965-01-01T00:00:00.000Z,1996-08-01T00:00:00.000Z,16222.06,0.0,0.0,0,1,0,24000.0,0.0,2019,0,18222.0,2,16222.06,41527.0,2.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,58488.0,,A,0,2.0,AE,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,b72f0cf8-6155-4c6e-8ef7-8c411fbf5ecd,3131025310259657003
0,2023-09-07T21:54:48.171Z,2.0,1,,2019-03-15T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1900-01-01T00:00:00.000Z,2001-09-26T00:00:00.000Z,4814.93,0.0,0.0,0,1,0,92700.0,0.0,2019,1,6814.0,2,4814.93,116793.0,4.0,N,,0,0.0,,0.0,,377.0,,0.0,0,March 2019 Midwest Flooding,30000.0,0.0,310031.0,310031.0,"LOUISVILLE, CITY OF",,,1.0,129770.0,,A,0,-4.0,AE,1.0,0,NE,Currently Unavailable,68037.0,31025.0,31025965700.0,310259657003.0,41.0,-96.2,ebcd47e7-352b-45c7-a34b-ccfdd4c679cd,3131025310259657003
